summer,winter,name,fall,spring,number,description
 , ,Protein Bioinformatics Laboratory, ,[u'Section 01'],BME220L,[]
 , ,Protein Bioinformatics, ,[u'Section 01'],BME220,[]
 ,[u'Section 01'],Computational Genomics Laboratory, , ,BME230L,"[u'Project in computational genomics. Prerequisite(s): course 205; concurrent enrollment in course 230 is required. D. Haussler, T. Lowe, J. Stuart', u'1 Credits']"
 , ,Computational Systems Biology, ,[u'Section 01'],BME211,"[u'Teaches machine-learning methods relevant for the analysis of high-throughput molecular biology experiments. Students should be fluent in a programming language and should have taken basic molecular biology courses. Prerequisite(s): course 205. Enrollment restricted to graduate students; undergraduates may enroll if they have completed course 205, Computer Science 101, and any upper-division molecular biology or biochemistry course, such as Biochemistry 100 or 100A. J. Stuart', u'5 Credits']"
 ,[u'Section 01'],Computational Genomics, , ,BME230,"[u'Genomics databases: analysis of high-throughput genomics datasets; BLAST and related sequence comparison methods; pairwise alignment of biosequences by dynamic programming; statistical methods to discover common motifs in biosequences; multiple alignment and database search using motif models; constructing phylogenetic trees; hidden Markov models for finding genes, etc.; discriminative methods for analysis of bioinformatics data, neural networks, and support vector machines; locating genes and predicting gene function, including introduction to linkage analysis and disease association studies using SNPs; and modeling DNA and RNA structures. Prerequisite(s): course 205; concurrent enrollment in course 230L, 296, or 297 is required. Enrollment restricted to graduate students; undergraduates may enroll if they have completed course 205, Computer Science 101, and BIOC 100A. D. Haussler, T. Lowe, J. Stuart', u'5 Credits']"
 , ,Experimental Systems Biology,[u'Section 01'], ,BME210,[]
 , ,Individual Study or Research, , ,BME198F,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'2 Credits']"
 , ,Bioinformatics Models and Algorithms,[u'Section 01'], ,BME205,"[u'Covers bioinformatics models and algorithms: the use of computational techniques to convert the masses of information from biochemical experiments (DNA sequencing, DNA chips, and other high-throughput experimental methods) into useful information. Emphasis is on DNA and protein sequence alignment and analysis. Enrollment restricted to graduate students. Undergraduates may enroll with prerequisite(s): Computer Science 12B; and Computer Engineering 107 or Applied Math and Statistics 131; and Biology 20A; and concurrent enrollment in Biochemistry 100A. K. Karplus', u'5 Credits']"
 , ,Biomolecular Recognition,[u'Section 01'], ,BME207,"[u'Course is the core biomolecular-engineering emphasis graduate course.  Focuses on the molecular mechanism enabling the flow of information within and between cells in living systems, and its application to engineering new tools for high-throughput molecular-biology research, improving biomedical diagnostics, and aiding treatment of human disease. Prerequisite(s): Equivalent of one full year of undergraduate biochemistry. Enrollment restricted to graduate students. C. Forsberg, D. Gerloff, T. Lowe, N. Pourmand', u'5 Credits']"
 , ,Individual Study or Research, , ,BME198,"[u'Students submit petition to sponsoring agency.  May be repeated for credit. The Staff', u'5 Credits']"
 , ,Senior Thesis or Research, , ,BME195F,"[u'Students submit petition to sponsoring agency.  May be repeated for credit. The Staff', u'2 Credits']"
 , ,Tutorial, , ,BME199,"[u'For fourth-year students majoring in bioinformatics or bioengineering.  May be repeated for credit. The Staff', u'5 Credits']"
 , ,Research and Teaching in Bioinformatics,[u'Section 01'], ,BME200,"[u'Basic teaching techniques for teaching assistants, including responsibilities and rights of teaching assistants, resource materials, computer security, leading discussion or lab sessions, presentation techniques, maintaining class records, electronic handling of homework, and grading. Examines research and professional training, including use of library and online databases, technical typesetting, writing journal and conference papers, publishing in bioinformatics, giving talks in seminars and conferences, and ethical issues in science and engineering. Required for all teaching assistants. Enrollment restricted to graduate students. T. Lowe', u'3 Credits']"
 , ,Senior Thesis Research, , ,BME195,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'5 Credits']"
 , ,Frontiers in Drug Action and Discovery, ,[u'Section 01'],BME170,"[u'Lecture and case-study formats will be used to explore principles and approaches in drug discovery and development, emphasizing concepts in pharmacology, medicinal chemistry and genomics- and bioinformatics-based approaches to drug discovery to illustrate pathways from discovery through development for clinical use. Also offered as METX 170. Students cannot receive credit for this course and course 270. Prerequisite(s): BIOL 100 or CHEM 103 or BIOC 100A, B, or C required. BIOL 110 and 135 recommended. GenEd code: SI - Scientific Inquiry. Enrollment restricted to juniors and seniors. P. Berman, M. Camps, T. Holman, R. Linington, D. Smith', u'5 Credits']"
 , ,Field Study, , ,BME193,"[u'Provides for individual programs of study with specific aims and academic objectives carried out under the direction of a BME faculty member and a willing sponsor at a field site, using resources not normally available on campus. Credit is based upon written and oral presentations demonstrating the achievement of the objectives of the course. Students submit petition to sponsoring agency. The Staff', u'5 Credits']"
 ,[u'Section 01'],Group Tutorial, , ,BME194F,"[u'A program of independent study arranged between a group of students and a faculty member. Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'2 Credits']"
 , ,Research Programming for Biologists and Biochemists, ,[u'Section 01'],BME160,"[u'No programming experience required, but basic computer skills assumed. Students without prior programming experience taught basic proficiency in Perl, BioPerl, and other Perl libraries needed to analyze, transform, and publish biological data. Students required to solve a research problem as a final project. Lectures and labs are shared with Biomolecular Engineering 60. Students cannot receive credit for this course and Biomolecular Engineering 60. (Also offered as Biology 180. Students cannot receive credit for both courses.) Prerequisite(s): Biology 20A or 21A. Concurrent enrollment in course 160L is required. (General Education Code(s): MF - Mathematical and Formal Reasoning) J. Stuart', u'5 Credits']"
 ,[u'Section 01'],Group Tutorial, , ,BME194,"[u'A program of study arranged between a group of students and a faculty member. Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'5 Credits']"
 ,[u'Section 01'],Stem Cell Biology, , ,BME178,"[u'Basic concepts, experimental approaches, and therapeutic potential are discussed. Students gain experience in reading the primary scientific literature. (Also offered as Biology: Molecular Cell & Dev 178. Students cannot receive credit for both courses.) Prerequisite(s): Biology 110; Biology 115 recommended. C. Forsberg', u'5 Credits']"
 , ,Field Study, , ,BME193F,"[u'Provides for individual programs of study with specific aims and academic objectives carried out under the direction of a BME faculty member and a willing sponsor at a field site, using resources not normally available on campus. Credit is based upon written and oral presentations demonstrating the achievement of the objectives of the course. Students submit petition to sponsoring agency. The Staff', u'2 Credits']"
 , ,Research Programming for Biologists and Biochemists Laboratory, ,[u'Section 01'],BME160L,"[u'Laboratory sequence illustrating topics covered in course 160. One two-hour laboratory per week. Students cannot receive credit for this course and Biomolecular Engineering 60L. (Also offered as Biology 180L. Students cannot receive credit for both courses.) Prerequisite(s): Biology 20A or 21A. Previous or concurrent enrollment in course 160 is required. J. Stuart, The Staff', u'1 Credits']"
 ,[u'Section 01'],Biotechnology and Drug Development, , ,BME155,"[u'Recommended for students interested in careers in the biopharmaceutical industry. Focuses on recombinant DNA technology and the drug-development process, including discovery research; preclinical testing; clinical trials; and regulatory review, as well as manufacturing and production considerations. Students may not receive credit for this course and course 255. (Also offered as Biology: Molecular Cell & Dev 179. Students cannot receive credit for both courses.) Prerequisite(s): Biology 20A and either Chemistry 103 or Biology 100 or Biochemistry and Molecular Biology 100A. Enrollment limited to 15. P. Berman', u'5 Credits']"
 , ,Molecular Biomechanics Laboratory, ,[u'Section 01'],BME150L,"[u'Students address a current scientific question about molecular motor function using techniques established in the UCSC Nanopore Laboratory. Specifically, students use recombinant DNA technology to produce an enzyme (e.g., a DNA polymerase) bearing a point mutation that is predicted to alter function in a defined manner. Students then use nanopore force spectroscopy to model the energy landscape for a mechanical or chemical step altered by the critical amino acid. Cannot receive credit for this course and course 250L. Prerequisite(s): Biology 20A; and Biology 20B or 105; and Biology 100 or Biochemistry 100A; and Physics 5C or 6C. Concurrent enrollment in course 150 required. M. Akeson', u'2 Credits']"
 , ,Molecular Biomechanics, ,[u'Section 01'],BME150,"[u'Considers how assemblies of macromolecules (molecular motors) convert chemical energy into mechanical work on the nanometer-to-Angstrom scale. Processes examined include ATP-dependent movement of organelles in the cytocsol facilitated by kinesin; proton pumping by ATPases in the mitochondrial membrane; viral genome packaging; bacterial movement driven by flagella; processive addition of nucleotides by polymerases during replication and transcription; and protein synthesis by ribosomes. Cannot receive credit for this course and course 250. Prerequisite(s): Biology 20; and Biology 20B or 105; and Biology 100 or Biochemistry 100A; and Physics 5C or 6C. Concurrent enrollment in course 150L required. M. Akeson', u'5 Credits']"
 , ,Protein Engineering, ,[u'Section 01'],BME128,"[u'For bioengineering, bioinformatics, and biology majors, focuses on engineering (i.e., changing) of proteins. Topics focus on practical aspects of protein engineering strategies that are crucial to modern biotechnology and biomedicinal applications. Prerequisite(s): Biology 20A, and Biology 100 or Biochemistry and Molecular Biology 100A, or by permission of instructor.  D. Gerloff', u'5 Credits']"
 , ,Genomes,[u'Section 01'], ,BME130,"[u'Advanced elective for biology majors, examining biology on the genome scale. Topics include genome sequencing; large scale computational and functional analysis; features specific to prokaryotic, eukaryotic, or mammalian genomes; proteomics; SNP analysis; medical genomics; and genome evolution. Also offered as Molecular Cell & Developmental Biology 182. Prerequisite(s): Chemistry 103 or Biology 100 or Biochemistry 100A and Biology 105, or approval of instructor. Enrollment limited to 30. T. Lowe', u'5 Credits']"
 , ,Bioinstrumentation,[u'Section 01'], ,BME140,"[u'Introduction to theory, design, and application of bioinstrumentation in clinical, pharmaceutical , and biotechnology laboratories. Highly recommended for students planning careers in the biomolecular industries. Typical topics and demonstrations include thermocycler, polymerase chain reaction (PCR), pyrosequencing, fabless nanofabrication, ion-sensitive measurements, microarray fabrication, and fluorescent-activated cell sorter (FACS). Prerequisite(s): course 5, or Biology 100, or Biochemistry and Molecular Biology 100A. N. Pourmand', u'5 Credits']"
 ,[u'Section 01'],Bioengineering Project 2, , ,BME123B,"[u'Second of two-course bioengineering project sequence. Students implement and test the engineering designs from course 123A. Projects are usually done as group projects, but individual projects are permitted. Requires written progress reports, formal written report, and oral presentation before a panel of faculty. Students are billed a materials fee. Enrollment limited to 30. Prerequisite(s): course 123A and Computer Engineering 185. Enrollment restricted to Bioengineering majors. K. Karplus', u'7 Credits']"
 , ,Senior Thesis Presentation, ,[u'Section 01'],BME123T,"[u'For bioengineering senior thesis students, guidance in preparing a research seminar and a draft manuscript describing their senior research project. Students collaborate with each other and with investigators from their sponsoring laboratory as they fulfill the course requirements. Enrollment restricted to Bioengineering majors and seniors. Prerequisite(s): CMPE 185, and one of the following: BME 195 or BME 198 or CMPE 195 or CMPE 198 or EE 195 or EE 198. Concurrent enrollment in BME 195 or BME 198 or CMPE 195 or CMPE 198 or EE 195 or EE 198 is required. M. Akeson', u'2 Credits']"
 , ,Bioengineering Project 1,[u'Section 01'], ,BME123A,"[u'First of a two-course sequence that is the culmination of the engineering program. Students apply knowledge and skills gained in elective track to complete a major design project. Students complete research, specification, planning, and procurement for a substantial project. Includes technical discussions, design reviews, and formal presentations; engineering design cycle, engineering teams, and professional practices. Formal technical specification of the approved project is presented to faculty. Students are billed a materials fee. Enrollment limited to 30. Prerequisite(s): course 140 or 150 and previous or concurrent enrollment in Computer Engineering 185. Enrollment restricted to Bioengineering majors.  K. Karplus', u'7 Credits']"
 , ,Group Tutorial, , ,BME94F,"[u'Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'2 Credits']"
 , ,Tutorial, , ,BME99,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'5 Credits']"
 , ,Environmental Virus Bioinformatics, , ,BME122,"[u'Introduces hypothesis-driven laboratory research. Students use high-throughput sequencing data to assemble, finish, and annotate the genomic sequence of a novel viral genome. Students use both computational and experimental methods to assemble a previously generated sequencing library to produce a high-quality genome sequence. Small teams find and annotate the encoded gene content to construct a complete, publishable genome. Two written projects are required. Prerequisite(s): Biology 20A. Enrollment restricted to sophomores, juniors, and seniors. Enrollment by instructor permission only.  T. Lowe', u'5 Credits']"
 , ,Resource-Efficient Programming, , ,BME109,[]
 ,[u'Section 01'],Computational Biology Tools,[u'Section 01'], ,BME110,"[u'Hands-on lectures and laboratory geared to teach basic tools and skills used in computational biology (genome browsers, sequence database searching, motif analysis, multiple sequence alignment, gene finders, phylogenetics analysis, protein structure visualization, and others). Web-based tools/databases are used on student laptops.  Open to all science students; no prior programming or Unix experience required. (Also offered as BIOL 181. Students cannot receive credit for both courses.)  Prerequisite(s): BIOL 100 or BIOL 105 or BIOC 100A or declared BINF major.  Enrollment limited to 25. T. Lowe, D. Gerloff', u'5 Credits']"
 , ,Tutorial, , ,BME99F,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'2 Credits']"
 , ,Group Tutorial, , ,BME94,"[u'Provides a means for a small group of students to study a particular topic in consultation with a faculty sponsor. Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'5 Credits']"
 , ,The Genetic Revolution: Science and Technology,[u'Section 01'], ,BME83,[]
 ,[u'Section 01'],The Human Genome,[u'Section 01'],[u'Section 01'],BME80H,"[u'Course will focus on understanding human genes. Accessible to non-science majors. Will cover principles of human inheritance and techniques used in gene analysis. The evolutionary, social, ethical, and legal issues associated with knowledge of the human genome will be discussed. (General Education Code(s): PE-T,T2-Natural Sciences.) W. Rothwell, The Staff', u'5 Credits']"
 , ,Stochastic Processes,[u'Section 01'], ,AMS263,"[u'Includes probabilistic and statistical analysis of random processes, continuous-time Markov chains, hidden Markov models, point processes, Markov random fields, spatial and spatio-temporal processes, and statistical modeling and inference in stochastic processes. Applications to a variety of fields. Prerequisite(s): course 205A, 205B, or 261, or permission of instructor. A. Kottas', u'5 Credits']"
 , ,Linear Statistical Models, ,[u'Section 01'],AMS256,"[u'Theory, methods, and applications of linear statistical models. Review of simple correlation and simple linear regression. Multiple and partial correlation and multiple linear regression. Analysis of variance and covariance. Linear model diagnostics and model selection. Case studies drawn from natural, social, and medical sciences. Course 205 strongly recommended as a prerequisite. Undergraduates are encouraged to take this class with permission of instructor. Prerequisite(s): course 205A or 205B or permission of instructor. Enrollment restricted to graduate students. R. Prado, B. Sanso', u'5 Credits']"
 , ,Programming for Biologists and Biochemists Laboratory, ,[u'Section 01'],BME60L,"[u'Laboratory sequence illustrating topics covered in course 60. One two-hour laboratory per week. Concurrent enrollment in course 60 required. Students cannot receive credit for this course and Biomolecular Engineering 160L or Biology 180L. (Formerly ""Programming for Biologists and Biochemists Laboratory"") Prerequisite(s): Biology 20A or 21A.  Concurrent enrollment in course 60 is required. J. Stuart, The Staff', u'1 Credits']"
 ,[u'Section 01'],Spatial Statistics, , ,AMS245,"[u'Introduction to the analysis of spatial data: theory of correlation structures and variograms; kriging and Gaussian processes; Markov random fields; fitting models to data; computational techniques; frequentist and Bayesian approaches. Prerequisite(s): course 207. Enrollment restricted to graduate students. B. Sanso, H. Lee', u'5 Credits']"
 , ,"Bioethics in the 21st Century: Science, Business, and Society",[u'Section 01'], ,BME80G,"[u'Serves science and non-science majors interested in bioethics. Guest speakers and instructors lead discussions of major ethical questions having arisen from research in genetics, medicine, and industries supported by this knowledge. (Also offered as Philosophy 80G. Students cannot receive credit for both courses.) (General Education Code(s): T6-Natural Sciences or Humanities and Arts, PE-T - Technology and Society) M. Akeson', u'5 Credits']"
 , ,Probability Theory with Markov Chains, ,[u'Section 01'],AMS261,"[u'Introduction to probability theory: probability spaces, expectation as Lebesgue integral, characteristic functions, modes of convergence, conditional probability and expectation, discrete-state Markov chains, stationary distributions, limit theorems, ergodic theorem, continuous-state Markov chains, applications to Markov chain Monte Carlo methods. Prerequisite(s): course 205B or by permission of instructor. Enrollment restricted to graduate students. A. Kottas', u'5 Credits']"
 , ,Applied Optimal Control, ,[u'Section 01'],AMS232,"[u'Provides introduction to optimal control theory and computational optimal control algorithms.  Topics include calculus of variations, minimum principle, dynamic programming, HJB equation, linear-quadratic regulator, direct and indirect computational methods, and engineering applications of optimal control. Prerequisite(s): course 114 or 214, or Computer Engineering 240, or Computer Engineering 241, or Mathematics 145. Enrollment restricted to graduate students. Q. Gong', u'5 Credits']"
 , ,Bayesian Nonparametric Methods,[u'Section 01'], ,AMS241,"[u'Theory, methods, and applications of Bayesian nonparametric modeling. Prior probability models for spaces of functions. Dirichlet processes. P\xc3\xb3lya trees. Nonparametric mixtures. Models for regression, survival analysis, categorical data analysis, and spatial statistics. Examples drawn from social, engineering, and life sciences. Prerequisite(s): course 207. Enrollment restricted to graduate students. A. Kottas, The Staff', u'5 Credits']"
 , ,Nonlinear Control Theory, ,[u'Section 01'],AMS231,"[u'Covers analysis and design of nonlinear control systems using Lyapunov theory and geometric methods. Includes properties of solutions of nonlinear systems, Lyapunov stability analysis, effects of perturbations, controllability, observability, feedback linearization, and nonlinear control design tools for stabilization. Prerequisite(s): basic knowledge of mathematical analysis and ordinary differential equations is assumed. Enrollment restricted to graduate students or permission of instructor. Q. Gong', u'5 Credits']"
 , ,Motion Coordination of Robotic Networks,[u'Section 01'], ,AMS236,"[u'Comprehensive introduction to motion coordination algorithms for robotic networks. Emphasis on mathematical tools to model, analyze, and design cooperative strategies for control, robotics, and sensing tasks. Topics include: continuous and discrete-time evolution models, proximity graphs, performance measures, invariance principles, and coordination algorithms for rendezvous, deployment, flocking, and consensus. Techniques and methodologies are introduced through application setups from multi-agent robotic systems, cooperative control, and mobile sensor networks. Enrollment restricted to graduate students. Enrollment limited to 15. The Staff', u'5 Credits']"
 ,[u'Section 01'],Multivariate Statistical Methods, , ,AMS225,"[u'Introduction to statistical methods for analyzing data sets in which two or more variables play the role of outcome or response. Descriptive methods for multivariate data. Matrix algebra and random vectors. The multivariate normal distribution. Likelihood and Bayesian inferences about multivariate mean vectors. Analysis of covariance structure: principle components, factor analysis. Discriminant, classification and cluster analysis. Prerequisite(s): course 206. Enrollment restricted to graduate students. D. Draper', u'5 Credits']"
 ,[u'Section 01'],Time Series Analysis, , ,AMS223,"[u'Graduate level introductory course on time series data and models in the time and frequency domains: descriptive time series methods; the periodogram; basic theory of stationary processes; linear filters; spectral analysis; time series analysis for repeated measurements; ARIMA models; introduction to Bayesian spectral analysis; Bayesian learning, forecasting, and smoothing; introduction to Bayesian Dynamic Linear Models (DLMs); DLM mathematical structure; DLMs for trends and seasonal patterns; and autoregression and time series regression models. Prerequisite: course 206. Enrollment restricted to graduate students. R. Prado', u'5 Credits']"
 , ,Bayesian Decision Theory, ,[u'Section 01'],AMS221,"[u'Explores conceptual and theoretical bases of statistical decision making under uncertainty. Focuses on axiomatic foundations of expected utility, elicitation of subjective probabilities and utilities, and the value of information and modern computational methods for decision problems. Prerequisite(s): course 206. Enrollment restricted to graduate students. B. Sanso', u'5 Credits']"
 , ,Estimation and Introduction to Control of Stochastic Processes,[u'Section 01'], ,AMS218,"[u'Provides practical knowledge of Kalman filtering and introduces control theory for stochastic processes. Selected topics include: state-space modeling; discrete- and continuous-time Kalman filter; smoothing; and applications in feedback control. Students learn through hands-on experience. Students cannot receive credit for this course and course 118. Enrollment restricted to graduate students. D. Milutinovic', u'5 Credits']"
 ,[u'Section 01'],Introduction to Fluid Dynamics, , ,AMS217,"[u'Covers fundamental topics in fluid dynamics; Euler and Lagrange descriptions of continuum dynamics; conservation laws for inviscid and viscous flows; potential flows; exact solutions of the Navier-Stokes equation. Boundary layer theory; gravity waves. Students cannot receive credit for this course and course 107.  Enrollment restricted to graduate students. N. Brummell, G. Glatzmaier', u'5 Credits']"
 ,[u'Section 01'],Stochastic Differential Equations, , ,AMS216,"[u""Introduction to stochastic differential equations and diffusion processes with applications to biology, biomolecular engineering, and chemical kinetics. Topics include Brownian motion and white noise, gambler's ruin, backward and forward equations, and the theory of boundary conditions. Enrollment restricted to graduate students or consent of instructor. M. Mangel"", u'5 Credits']"
 , ,Numerical Solutions of Differential Equations, ,[u'Section 01'],AMS213,"[u'Teaches basic numerical methods for numerical linear algebra and, thus, the solution of ordinary differential equations (ODEs) and partial differential equations (PDEs). Covers LU, Cholesky, and QR decompositions; eigenvalue search methods (QR algorithm); singular value decomposition; conjugate gradient method; Runge-Kutta methods; error estimation and error control; finite differences for PDEs; stability, consistency, and convergence. Basic knowledge of computer programming is needed. Enrollment restricted to graduate students or permission of instructor. H. Wang, P. Garaud, N. Brummell', u'5 Credits']"
 ,[u'Section 01'],Applied Dynamical Systems, , ,AMS214,"[u'Introduces continuous and discrete dynamical systems. Topics include: fixed points; stability; limit cycles; bifurcations; transition to and characterization of chaos; and fractals. Examples drawn from sciences and engineering; founding papers of the subject are studied. Students cannot receive credit for this course and course 114. Enrollment restricted to graduate students. Undergraduates are encouraged to enroll with permission of  the instructor. P. Garaud, M. Mangel, H. Wang', u'5 Credits']"
 ,[u'Section 01'],Stochastic Modeling in Biology, , ,AMS215,"[u'Application of differential equations and probability and stochastic processes to problems in cell, organismal, and population biology. Topics include: life-history theory, behaviorial ecology, and population biology.  Enrollment restricted to graduate students or permission of instructor.  Students may not receive credit for this course and course 115.  M. Mangel', u'5 Credits']"
 , ,Foundations of Applied Mathematics,[u'Section 01'], ,AMS211,"[u'Accelerated class reviewing fundamental applied mathematical methods for all sciences. Topics include: multivariate calculus, linear algebra, Fourier series and integral transform methods, complex analysis and ordinary differential equations. Enrollment restricted to graduate students. N. Brummell', u'5 Credits']"
 , ,Mathematical Models, , ,AMS210,"[u'Serves a dual purpose: provides an introduction to the ideas underlying the mathematical modeling of physical phenomena; and in discussing the various phenomena, this course either reviews or introduces mathematical concepts and techniques. Models described chosen from diverse topics such as population dynamics, chemical reactions, fluid and solid mechanics, quantum theory, and probability. Mathematical techniques covered include advanced theory of ordinary and partial differential equations, eigenvalue problems, and linear stability theory. Enrollment restricted to graduate students or permission of instructor. The Staff', u'5 Credits']"
 ,[u'Section 01'],Applied Mathematical Methods I, , ,AMS212A,"[u""Focuses on analytical methods for partial differential equations (PDEs), including: the method of characteristics for first-order PDEs; canonical forms of linear second-order PDEs; separation of variables; Sturm-Liouville theory; Green's functions. Illustrates each method using applications taken from examples in physics. Course 211 or equivalent is strongly recommended as preparation.  Enrollment restricted to graduate students. Undergraduates are encouraged to take this class with permission of instructor. N. Brummell, P. Garaud, H. Wang"", u'5 Credits']"
 , ,Applied Mathematical Methods II, ,[u'Section 01'],AMS212B,"[u'Covers pertubation methods: asymptotic series, stationary phase and expansion of integrals, matched asymptotic expansions, multiple scales and the WKB method, Pad&eacute; approximants and improvements of series. (Formerly course 212.) Prerequisite(s): course 212A. H. Wang, P. Garaud, N. Brummell', u'5 Credits']"
 ,[u'Section 01'],Classical and Bayesian Inference, , ,AMS206,"[u'Introduction to statistical inference at a calculus-based level: maximum likelihood estimation, sufficient statistics, distribution of estimators, confidence intervals, hypothesis testing, and Bayesian inference. Students cannot receive credit for this course and course 132. (Formerly Bayesian Statistics.) Prerequisite(s): course 203. Enrollment restricted to graduate students; undergraduates may enroll by permission of instructor. H. Lee', u'5 Credits']"
 , ,Intermediate Bayesian Statistical Modeling, ,"[u'Section 50', u'Section 01']",AMS207,"[u'Hierarchical modeling, linear models (regression and analysis of variance) from the Bayesian point of view, intermediate Markov chain Monte Carlo methods, generalized linear models, multivariate models, mixture models, hidden Markov models. Prerequisite(s): course 206, and graduate standing or permission of instructor. D. Draper, R. Prado, B. Sanso', u'5 Credits']"
 ,"[u'Section 50', u'Section 01']",Intermediate Classical Inference, , ,AMS205B,"[u'Statistical inference from a frequentist point of view. Properties of random samples; convergence concepts applied to point estimators; principles of statistical inference; obtaining and evaluating point estimators with particular attention to maximum likelihood estimates and their properties; obtaining and evaluating interval estimators; and hypothesis testing methods and their properties. Prerequisite(s): course 203 or equivalent. Enrollment restricted to graduate students. B. Sanso', u'5 Credits']"
 , ,Mathematical Statistics,[u'Section 01'], ,AMS205A,[]
 , ,Linear Models in SAS, ,[u'Section 01'],AMS202,"[u'Case study-based course teaches statistical linear modeling using the SAS software package. Teaches generalized linear models; linear regression; analysis of variance/covariance; analysis of data with random effects and repeated measures. Prerequisite(s): course 156 or 256, or permission of instructor. Enrollment restricted to graduate students. B. Mendes', u'5 Credits']"
 , ,Mathematical Statistics,[u'Section 01'], ,AMS205,[]
 , ,Introduction of Probability Theory,[u'Section 01'], ,AMS203,"[u'Introduces probability theory and its applications. Requires a multivariate calculus background, but has no measure theoretic content. Topics include: combinatorial analysis; axioms of probability; random variables (discrete and continuous); joint probability distributions; expectation and higher moments; central limit theorem; law of large numbers; and Markov chains. Students cannot receive credit for this course and course 131 or Computer Engineering 107. Enrollment restricted to graduate students. Enrollment by permission of instructor. R. Prado, A. Kottas, B. Sanso', u'5 Credits']"
 ,[u'Section 01'],Intermediate Bayesian Inference, , ,AMS206B,"[u'Bayesian statistical methods for inference and prediction including: estimatation; model selection and prediction; exchangability; prior, likelihood, posterior, and predictive distributions; coherence and calibration; conjugate analysis; Markov Chain Monte Carlo methods for simulation-based computation; hierarchical modeling; Bayesian model diagnostics, model selection, and sensitivity analysis. Prerequisite(s): course 203. Enrollment restricted to graduate students; undergraduates may enroll by permission of instructor. A. Rodriguez', u'5 Credits']"
 , ,Research and Teaching in AMS,[u'Section 01'], ,AMS200,"[u'Basic teaching techniques for teaching assistants, including responsibilities and rights, resource materials, computer skills, leading discussion or lab sessions, presentation techniques maintaining class records, and grading.  Examines research and professional training, including use of library, technical writing, giving talks in seminars and conferences, and ethical issues in science and engineering.  Enrollment restricted to graduate students.  N. Brummell', u'3 Credits']"
 , ,Design and Analysis of Computer Simulation Experiments, ,[u'Section 01'],AMS162,[]
 ,[u'Section 01'],Computational Methods and Applications, , ,AMS147,"[u'Applications of computational methods to solving mathematical problems using Matlab. Topics include solution of nonlinear equations, linear systems, differential equations, sparse matrix solver, and eigenvalue problems. Some prior experience with Matlab is helpful but not required. Knowledge of differential equations is recommended (course 27 or Mathematics 24). (General Education Code(s): MF - Mathematical and Formal Reasoning) Prerequisite(s): Course 10 or 10A, or Mathematics 21. Knowledge of differential equations is recommended (course 20 or 20A, or Mathematics 24). H. Wang', u'5 Credits']"
 , ,Linear Regression,[u'Section 01'], ,AMS156,"[u'Covers simple linear regression, multiple regression, and analysis of variance models.  Students learn to use the software package R to perform the analysis, and to construct a clear technical report on their analysis, readable by either scientists or non-technical audiences. (Formerly Linear Statistical Models) Prerequisite(s): course 132. Gen. Ed. Code(s): W. Enrollment limited to 30. H. Lee', u'5 Credits']"
 , ,Independent Study or Research, , ,AMS198F,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'2 Credits']"
 , ,Independent Study or Research, , ,AMS198,"[u'Students submit petition to sponsoring agency. May be repeated for credit. The Staff', u'5 Credits']"
 ,[u'Section 01'],Introduction to Dynamical Systems, , ,AMS146,[]
 ,[u'Section 01'],Classical and Bayesian Inference, , ,AMS132,"[u'Introduction to statistical inference at a calculus-based level: maximum likelihood estimation, sufficient statistics, distributions of estimators, confidence intervals, hypothesis testing, and Bayesian inference. Students cannot receive credit for this course and course 206. Prerequisite(s): course 131 or Computer Engineering 107. (General Education Code(s): SR - Statistical Reasoning) A. Kottas, A. Rodriguez', u'5 Credits']"
 , ,Introduction to Probability Theory, ,[u'Section 01'],AMS131,"[u'Introduction to probability theory and its applications. Combinatorial analysis, axioms of probability and independence, random variables (discrete and continuous), joint probability distributions, properties of expectation, Central Limit Theorem, Law of Large Numbers, Markov chains. Students cannot receive credit for this course and course 203 and Computer Engineering 107. Prerequisite(s): course 11B or Economics 11B or Mathematics 11B or 19B. (General Education Code(s): Q, SR - Statistical Reasoning) A. Kottas, M. Mangel, R. Prado, B. Sanso', u'5 Credits']"
 ,[u'Section 01'],Stochastic Modeling in Biology, , ,AMS115,"[u'Application of differential equations, probability, and stochastic processes to problems in cell, organismal, and population biology. Topics include life-history theory, behavioral ecology, and population biology. Students may not receive credit for this course and course 215. Prerequisite(s): course 131, a university-level course in biology, and operational knowledge of a programming language; or consent of instructor. M. Mangel', u'5 Credits']"
